ZIP|City/Location Name|STATE|County Name|Zip Code Designation
33525|Dade City|FL|PASCO|Low Income Area/HPSA
33004|Dania|FL|BROWARD|Low Income Area/HPSA
33837|Davenport|FL|POLK|Low Income Area/HPSA
33897|Davenport|FL|POLK|Low Income Area/HPSA
33896|Davenport|FL|POLK|HPSA
32013|Day|FL|LAFAYETTE|Low Income Area/HPSA
32114|Daytona Beach|FL|VOLUSIA|Low Income Area/HPSA
32117|Daytona Beach|FL|VOLUSIA|Low Income Area/HPSA
32118|Daytona Beach|FL|VOLUSIA|Low Income Area/HPSA
32119|Daytona Beach|FL|VOLUSIA|Low Income Area/HPSA
32124|Daytona Beach|FL|VOLUSIA|HPSA
32130|De Leon Springs|FL|VOLUSIA|Low Income Area/HPSA
32713|Debary|FL|VOLUSIA|HPSA
33441|Deerfield Beach|FL|BROWARD|Low Income Area/HPSA
33442|Deerfield Beach|FL|BROWARD|Low Income Area/HPSA
32433|Defuniak Springs|FL|WALTON|Low Income Area/HPSA
32435|Defuniak Springs|FL|WALTON|Low Income Area/HPSA
32720|Deland|FL|VOLUSIA|Low Income Area/HPSA
32724|Deland|FL|VOLUSIA|Low Income Area/HPSA
33444|Delray Beach|FL|PALM BEACH|Low Income Area/HPSA
33484|Delray Beach|FL|PALM BEACH|Low Income Area
33445|Delray Beach|FL|PALM BEACH|HPSA
33483|Delray Beach|FL|PALM BEACH|HPSA
32725|Deltona|FL|VOLUSIA|Low Income Area/HPSA
32738|Deltona|FL|VOLUSIA|Low Income Area/HPSA
33527|Dover|FL|HILLSBOROUGH|Low Income Area/HPSA
33838|Dundee|FL|POLK|Low Income Area/HPSA
34698|Dunedin|FL|PINELLAS|HPSA
34431|Dunnellon|FL|MARION|Low Income Area/HPSA
34432|Dunnellon|FL|MARION|Low Income Area/HPSA
34433|Dunnellon|FL|CITRUS|Low Income Area/HPSA
34434|Dunnellon|FL|CITRUS|Low Income Area/HPSA
33839|Eagle Lake|FL|POLK|Low Income Area/HPSA
32631|Earleton|FL|ALACHUA|Low Income Area/HPSA
32131|East Palatka|FL|PUTNAM|Low Income Area/HPSA
32328|Eastpoint|FL|FRANKLIN|Low Income Area/HPSA
32437|Ebro|FL|WASHINGTON|Low Income Area/HPSA
32132|Edgewater|FL|VOLUSIA|Low Income Area/HPSA
32141|Edgewater|FL|VOLUSIA|Low Income Area/HPSA
32542|Eglin AFB|FL|OKALOOSA|Low Income Area
32033|Elkton|FL|ST. JOHNS|Low Income Area/HPSA
34222|Ellenton|FL|MANATEE|Low Income Area/HPSA
34223|Englewood|FL|SARASOTA|HPSA
33928|Estero|FL|LEE|HPSA
32726|Eustis|FL|LAKE|Low Income Area/HPSA
32736|Eustis|FL|LAKE|Low Income Area/HPSA
32948|Fellsmere|FL|INDIAN RIVER|Low Income Area/HPSA
32136|Flagler Beach|FL|FLAGLER|HPSA
32140|Florahome|FL|PUTNAM|Low Income Area/HPSA
34436|Floral City|FL|CITRUS|Low Income Area/HPSA
33304|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33309|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33311|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33312|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33313|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33314|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33315|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33317|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33319|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33321|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33334|Fort Lauderdale|FL|BROWARD|Low Income Area/HPSA
33301|Fort Lauderdale|FL|BROWARD|HPSA
33305|Fort Lauderdale|FL|BROWARD|HPSA
33316|Fort Lauderdale|FL|BROWARD|HPSA
33322|Fort Lauderdale|FL|BROWARD|HPSA
33324|Fort Lauderdale|FL|BROWARD|HPSA
33328|Fort Lauderdale|FL|BROWARD|HPSA
33351|Fort Lauderdale|FL|BROWARD|HPSA
32134|Fort MC Coy|FL|MARION|Low Income Area/HPSA
33841|Fort Meade|FL|POLK|Low Income Area/HPSA
33901|Fort Myers|FL|LEE|Low Income Area/HPSA
33905|Fort Myers|FL|LEE|Low Income Area/HPSA
33907|Fort Myers|FL|LEE|Low Income Area/HPSA
33916|Fort Myers|FL|LEE|Low Income Area/HPSA
33967|Fort Myers|FL|LEE|Low Income Area
33908|Fort Myers|FL|LEE|HPSA
33912|Fort Myers|FL|LEE|HPSA
33919|Fort Myers|FL|LEE|HPSA
33966|Fort Myers|FL|LEE|HPSA
33931|Fort Myers Beach|FL|LEE|HPSA
34946|Fort Pierce|FL|ST. LUCIE|Low Income Area/HPSA
34947|Fort Pierce|FL|ST. LUCIE|Low Income Area/HPSA
34950|Fort Pierce|FL|ST. LUCIE|Low Income Area/HPSA
34981|Fort Pierce|FL|ST. LUCIE|Low Income Area/HPSA
34982|Fort Pierce|FL|ST. LUCIE|Low Income Area/HPSA
34945|Fort Pierce|FL|ST. LUCIE|HPSA
34949|Fort Pierce|FL|ST. LUCIE|HPSA
34951|Fort Pierce|FL|ST. LUCIE|HPSA
32547|Fort Walton Beach|FL|OKALOOSA|HPSA
32548|Fort Walton Beach|FL|OKALOOSA|HPSA
32038|Fort White|FL|COLUMBIA|Low Income Area/HPSA
32438|Fountain|FL|BAY|Low Income Area/HPSA
32439|Freeport|FL|WALTON|Low Income Area/HPSA
33843|Frostproof|FL|POLK|Low Income Area/HPSA
34731|Fruitland Park|FL|LAKE|Low Income Area/HPSA
32601|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32603|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32607|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32608|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32609|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32611|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32641|Gainesville|FL|ALACHUA|Low Income Area/HPSA
32605|Gainesville|FL|ALACHUA|HPSA
32606|Gainesville|FL|ALACHUA|HPSA
32653|Gainesville|FL|ALACHUA|HPSA
32139|Georgetown|FL|PUTNAM|Low Income Area/HPSA
33534|Gibsonton|FL|HILLSBOROUGH|Low Income Area/HPSA
32040|Glen Saint Mary|FL|BAKER|Low Income Area
32440|Graceville|FL|JACKSON|Low Income Area/HPSA
32735|Grand Island|FL|LAKE|Low Income Area/HPSA
32442|Grand Ridge|FL|JACKSON|HPSA
32043|Green Cove Springs|FL|CLAY|HPSA
32331|Greenville|FL|MADISON|Low Income Area/HPSA
32443|Greenwood|FL|JACKSON|Low Income Area/HPSA
32332|Gretna|FL|GADSDEN|Low Income Area/HPSA
34736|Groveland|FL|LAKE|Low Income Area/HPSA
32561|Gulf Breeze|FL|SANTA ROSA|HPSA
33844|Haines City|FL|POLK|Low Income Area/HPSA
33009|Hallandale|FL|BROWARD|Low Income Area/HPSA
32044|Hampton|FL|BRADFORD|Low Income Area/HPSA
32145|Hastings|FL|ST. JOHNS|Low Income Area/HPSA
32333|Havana|FL|GADSDEN|Low Income Area/HPSA
32640|Hawthorne|FL|ALACHUA|Low Income Area/HPSA
34442|Hernando|FL|CITRUS|Low Income Area/HPSA
33012|Hialeah|FL|Miami-Dade|Low Income Area/HPSA
33013|Hialeah|FL|Miami-Dade|Low Income Area/HPSA
33014|Hialeah|FL|Miami-Dade|Low Income Area/HPSA
33010|Hialeah|FL|Miami-Dade|Low Income Area
33015|Hialeah|FL|Miami-Dade|Low Income Area
33016|Hialeah|FL|Miami-Dade|Low Income Area
33018|Hialeah|FL|Miami-Dade|Low Income Area
32643|High Springs|FL|ALACHUA|Low Income Area/HPSA
32046|Hilliard|FL|NASSAU|Low Income Area/HPSA
34690|Holiday|FL|PASCO|Low Income Area/HPSA
34691|Holiday|FL|PASCO|Low Income Area/HPSA
33020|Hollywood|FL|BROWARD|Low Income Area/HPSA
33023|Hollywood|FL|BROWARD|Low Income Area/HPSA
33024|Hollywood|FL|BROWARD|Low Income Area/HPSA
33025|Hollywood|FL|BROWARD|Low Income Area
33019|Hollywood|FL|BROWARD|HPSA
33021|Hollywood|FL|BROWARD|HPSA
32564|Holt|FL|OKALOOSA|Low Income Area/HPSA
33030|Homestead|FL|Miami-Dade|Low Income Area/HPSA
33031|Homestead|FL|Miami-Dade|Low Income Area/HPSA
33032|Homestead|FL|Miami-Dade|Low Income Area/HPSA
33033|Homestead|FL|Miami-Dade|Low Income Area/HPSA
33034|Homestead|FL|Miami-Dade|Low Income Area/HPSA
33035|Homestead|FL|Miami-Dade|Low Income Area/HPSA
33039|Homestead|FL|Miami-Dade|Low Income Area/HPSA
34446|Homosassa|FL|CITRUS|Low Income Area/HPSA
34448|Homosassa|FL|CITRUS|Low Income Area/HPSA
32648|Horseshoe Beach|FL|DIXIE|Low Income Area/HPSA
32334|Hosford|FL|LIBERTY|HPSA
34737|Howey in the Hills|FL|LAKE|Low Income Area/HPSA
34667|Hudson|FL|PASCO|Low Income Area/HPSA
34669|Hudson|FL|PASCO|Low Income Area/HPSA
32544|Hurlburt Field|FL|OKALOOSA|Low Income Area
34142|Immokalee|FL|COLLIER|Low Income Area/HPSA
34956|Indiantown|FL|MARTIN|Low Income Area/HPSA
34449|Inglis|FL|LEVY|Low Income Area/HPSA
32148|Interlachen|FL|PUTNAM|Low Income Area/HPSA
34450|Inverness|FL|CITRUS|Low Income Area/HPSA
34452|Inverness|FL|CITRUS|Low Income Area/HPSA
34453|Inverness|FL|CITRUS|Low Income Area/HPSA
32202|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32204|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32205|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32206|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32207|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32208|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32209|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32210|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32211|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32216|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32218|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32219|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32220|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32227|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32234|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32244|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32254|Jacksonville|FL|DUVAL|Low Income Area/HPSA
32212|Jacksonville|FL|DUVAL|Low Income Area
32217|Jacksonville|FL|DUVAL|HPSA
32221|Jacksonville|FL|DUVAL|HPSA
32222|Jacksonville|FL|DUVAL|HPSA
32224|Jacksonville|FL|DUVAL|HPSA
32246|Jacksonville|FL|DUVAL|HPSA
32256|Jacksonville|FL|DUVAL|HPSA
32277|Jacksonville|FL|DUVAL|HPSA
32052|Jasper|FL|HAMILTON|Low Income Area/HPSA
32565|Jay|FL|SANTA ROSA|Low Income Area/HPSA
32053|Jennings|FL|HAMILTON|Low Income Area/HPSA
34957|Jensen Beach|FL|MARTIN|HPSA
33478|Jupiter|FL|PALM BEACH|HPSA
33849|Kathleen|FL|POLK|HPSA
34739|Kenansville|FL|OSCEOLA|Low Income Area/HPSA
33037|Key Largo|FL|MONROE|Low Income Area
32656|Keystone Heights|FL|CLAY|Low Income Area/HPSA
34759|Kissimmee|FL|POLK|Low Income Area/HPSA
34741|Kissimmee|FL|OSCEOLA|Low Income Area/HPSA
34743|Kissimmee|FL|OSCEOLA|Low Income Area/HPSA
34744|Kissimmee|FL|OSCEOLA|Low Income Area/HPSA
34746|Kissimmee|FL|OSCEOLA|Low Income Area/HPSA
34758|Kissimmee|FL|OSCEOLA|Low Income Area/HPSA
34747|Kissimmee|FL|OSCEOLA|HPSA
33935|Labelle|FL|HENDRY|Low Income Area/HPSA
32162|Lady Lake|FL|SUMTER|HPSA
32159|Lady Lake|FL|LAKE|HPSA
33850|Lake Alfred|FL|POLK|Low Income Area/HPSA
32054|Lake Butler|FL|UNION|Low Income Area/HPSA
32024|Lake City|FL|COLUMBIA|Low Income Area/HPSA
32025|Lake City|FL|COLUMBIA|Low Income Area/HPSA
32055|Lake City|FL|COLUMBIA|Low Income Area/HPSA
32744|Lake Helen|FL|VOLUSIA|HPSA
33538|Lake Panasoffkee|FL|SUMTER|Low Income Area/HPSA
33852|Lake Placid|FL|HIGHLANDS|Low Income Area/HPSA
33853|Lake Wales|FL|POLK|Low Income Area/HPSA
33859|Lake Wales|FL|POLK|Low Income Area/HPSA
33898|Lake Wales|FL|POLK|Low Income Area/HPSA
33460|Lake Worth|FL|PALM BEACH|Low Income Area/HPSA
33461|Lake Worth|FL|PALM BEACH|Low Income Area/HPSA
33462|Lake Worth|FL|PALM BEACH|Low Income Area/HPSA
33463|Lake Worth|FL|PALM BEACH|Low Income Area/HPSA
33467|Lake Worth|FL|PALM BEACH|HPSA
33801|Lakeland|FL|POLK|Low Income Area/HPSA
33803|Lakeland|FL|POLK|Low Income Area/HPSA
33805|Lakeland|FL|POLK|Low Income Area/HPSA
33810|Lakeland|FL|POLK|Low Income Area/HPSA
33815|Lakeland|FL|POLK|Low Income Area/HPSA
33809|Lakeland|FL|POLK|HPSA
33811|Lakeland|FL|POLK|HPSA
33812|Lakeland|FL|POLK|HPSA
33813|Lakeland|FL|POLK|HPSA
32336|Lamont|FL|JEFFERSON|Low Income Area/HPSA
34637|Land O Lakes|FL|PASCO|HPSA
34638|Land O Lakes|FL|PASCO|HPSA
34639|Land O Lakes|FL|PASCO|HPSA
33770|Largo|FL|PINELLAS|Low Income Area/HPSA
33771|Largo|FL|PINELLAS|Low Income Area/HPSA
33773|Largo|FL|PINELLAS|Low Income Area/HPSA
33774|Largo|FL|PINELLAS|Low Income Area/HPSA
33778|Largo|FL|PINELLAS|Low Income Area/HPSA
32567|Laurel Hill|FL|WALTON|Low Income Area/HPSA
32058|Lawtey|FL|BRADFORD|Low Income Area/HPSA
34461|Lecanto|FL|CITRUS|Low Income Area/HPSA
32059|Lee|FL|MADISON|Low Income Area/HPSA
34748|Leesburg|FL|LAKE|Low Income Area/HPSA
34788|Leesburg|FL|LAKE|HPSA
33936|Lehigh Acres|FL|LEE|Low Income Area/HPSA
33971|Lehigh Acres|FL|LEE|Low Income Area/HPSA
33973|Lehigh Acres|FL|LEE|Low Income Area/HPSA
33974|Lehigh Acres|FL|LEE|Low Income Area/HPSA
33976|Lehigh Acres|FL|LEE|Low Income Area/HPSA
33972|Lehigh Acres|FL|LEE|Low Income Area
33547|Lithia|FL|HILLSBOROUGH|HPSA
32060|Live Oak|FL|SUWANNEE|Low Income Area/HPSA
32064|Live Oak|FL|SUWANNEE|Low Income Area/HPSA
33857|Lorida|FL|HIGHLANDS|Low Income Area/HPSA
32061|Lulu|FL|COLUMBIA|Low Income Area/HPSA
33548|Lutz|FL|HILLSBOROUGH|HPSA
33549|Lutz|FL|HILLSBOROUGH|HPSA
33558|Lutz|FL|HILLSBOROUGH|HPSA
33559|Lutz|FL|HILLSBOROUGH|HPSA
32444|Lynn Haven|FL|BAY|HPSA
32063|Macclenny|FL|BAKER|Low Income Area
32340|Madison|FL|MADISON|Low Income Area/HPSA
32751|Maitland|FL|ORANGE|HPSA
32445|Malone|FL|JACKSON|Low Income Area/HPSA
32446|Marianna|FL|JACKSON|Low Income Area/HPSA
32448|Marianna|FL|JACKSON|Low Income Area/HPSA
34753|Mascotte|FL|LAKE|Low Income Area/HPSA
32066|Mayo|FL|LAFAYETTE|Low Income Area/HPSA
32062|MC Alpin|FL|SUWANNEE|Low Income Area/HPSA
32568|MC David|FL|ESCAMBIA|Low Income Area/HPSA
32901|Melbourne|FL|BREVARD|Low Income Area/HPSA
32935|Melbourne|FL|BREVARD|Low Income Area/HPSA
32904|Melbourne|FL|BREVARD|HPSA
32934|Melbourne|FL|BREVARD|HPSA
32940|Melbourne|FL|BREVARD|HPSA
32666|Melrose|FL|PUTNAM|Low Income Area/HPSA
32952|Merritt Island|FL|BREVARD|HPSA
32953|Merritt Island|FL|BREVARD|HPSA
33122|Miami|FL|Miami-Dade|Low Income Area/HPSA
33125|Miami|FL|Miami-Dade|Low Income Area/HPSA
33126|Miami|FL|Miami-Dade|Low Income Area/HPSA
33127|Miami|FL|Miami-Dade|Low Income Area/HPSA
33128|Miami|FL|Miami-Dade|Low Income Area/HPSA
33129|Miami|FL|Miami-Dade|Low Income Area/HPSA
33130|Miami|FL|Miami-Dade|Low Income Area/HPSA
33132|Miami|FL|Miami-Dade|Low Income Area/HPSA
33133|Miami|FL|Miami-Dade|Low Income Area/HPSA
33135|Miami|FL|Miami-Dade|Low Income Area/HPSA
33136|Miami|FL|Miami-Dade|Low Income Area/HPSA
33137|Miami|FL|Miami-Dade|Low Income Area/HPSA
33138|Miami|FL|Miami-Dade|Low Income Area/HPSA
33142|Miami|FL|Miami-Dade|Low Income Area/HPSA
33144|Miami|FL|Miami-Dade|Low Income Area/HPSA
33145|Miami|FL|Miami-Dade|Low Income Area/HPSA
33147|Miami|FL|Miami-Dade|Low Income Area/HPSA
33150|Miami|FL|Miami-Dade|Low Income Area/HPSA
33157|Miami|FL|Miami-Dade|Low Income Area/HPSA
33161|Miami|FL|Miami-Dade|Low Income Area/HPSA
33162|Miami|FL|Miami-Dade|Low Income Area/HPSA
33165|Miami|FL|Miami-Dade|Low Income Area/HPSA
33167|Miami|FL|Miami-Dade|Low Income Area/HPSA
33168|Miami|FL|Miami-Dade|Low Income Area/HPSA
33169|Miami|FL|Miami-Dade|Low Income Area/HPSA
33170|Miami|FL|Miami-Dade|Low Income Area/HPSA
33172|Miami|FL|Miami-Dade|Low Income Area/HPSA
33174|Miami|FL|Miami-Dade|Low Income Area/HPSA
33177|Miami|FL|Miami-Dade|Low Income Area/HPSA
33179|Miami|FL|Miami-Dade|Low Income Area/HPSA
33181|Miami|FL|Miami-Dade|Low Income Area/HPSA
33184|Miami|FL|Miami-Dade|Low Income Area/HPSA
33189|Miami|FL|Miami-Dade|Low Income Area/HPSA
33190|Miami|FL|Miami-Dade|Low Income Area/HPSA
33183|Miami|FL|Miami-Dade|Low Income Area
33193|Miami|FL|Miami-Dade|Low Income Area
33131|Miami|FL|Miami-Dade|HPSA
33134|Miami|FL|Miami-Dade|HPSA
33155|Miami|FL|Miami-Dade|HPSA
33166|Miami|FL|Miami-Dade|HPSA
33173|Miami|FL|Miami-Dade|HPSA
33175|Miami|FL|Miami-Dade|HPSA
33176|Miami|FL|Miami-Dade|HPSA
33180|Miami|FL|Miami-Dade|HPSA
33187|Miami|FL|Miami-Dade|HPSA
33196|Miami|FL|Miami-Dade|HPSA
33139|Miami Beach|FL|Miami-Dade|Low Income Area/HPSA
33141|Miami Beach|FL|Miami-Dade|Low Income Area/HPSA
33154|Miami Beach|FL|Miami-Dade|HPSA
32667|Micanopy|FL|ALACHUA|Low Income Area/HPSA
32068|Middleburg|FL|CLAY|HPSA
32343|Midway|FL|GADSDEN|Low Income Area/HPSA
32570|Milton|FL|SANTA ROSA|Low Income Area/HPSA
32583|Milton|FL|SANTA ROSA|Low Income Area/HPSA
32571|Milton|FL|SANTA ROSA|HPSA
32754|Mims|FL|BREVARD|Low Income Area/HPSA
32550|Miramar Beach|FL|WALTON|HPSA
32577|Molino|FL|ESCAMBIA|Low Income Area/HPSA
32344|Monticello|FL|JEFFERSON|Low Income Area/HPSA
34756|Montverde|FL|LAKE|HPSA
33471|Moore Haven|FL|GLADES|Low Income Area/HPSA
32668|Morriston|FL|LEVY|Low Income Area/HPSA
32757|Mount Dora|FL|LAKE|Low Income Area/HPSA
33860|Mulberry|FL|POLK|Low Income Area/HPSA
34251|Myakka City|FL|MANATEE|Low Income Area/HPSA
34114|Naples|FL|COLLIER|Low Income Area/HPSA
34104|Naples|FL|COLLIER|Low Income Area
34113|Naples|FL|COLLIER|Low Income Area
34116|Naples|FL|COLLIER|Low Income Area
34110|Naples|FL|COLLIER|HPSA
34117|Naples|FL|COLLIER|HPSA
34119|Naples|FL|COLLIER|HPSA
34120|Naples|FL|COLLIER|HPSA
34652|New Port Richey|FL|PASCO|Low Income Area/HPSA
34653|New Port Richey|FL|PASCO|Low Income Area/HPSA
34654|New Port Richey|FL|PASCO|Low Income Area/HPSA
34655|New Port Richey|FL|PASCO|HPSA
32168|New Smyrna Beach|FL|VOLUSIA|HPSA
32169|New Smyrna Beach|FL|VOLUSIA|HPSA
32669|Newberry|FL|ALACHUA|HPSA
32578|Niceville|FL|OKALOOSA|HPSA
34275|Nokomis|FL|SARASOTA|HPSA
33903|North Fort Myers|FL|LEE|Low Income Area/HPSA
33917|North Fort Myers|FL|LEE|Low Income Area/HPSA
33160|North Miami Beach|FL|Miami-Dade|Low Income Area/HPSA
34286|North Port|FL|SARASOTA|Low Income Area/HPSA
34287|North Port|FL|SARASOTA|Low Income Area/HPSA
34291|North Port|FL|SARASOTA|Low Income Area/HPSA
34288|North Port|FL|SARASOTA|Low Income Area
34289|North Port|FL|SARASOTA|Low Income Area
32071|O Brien|FL|SUWANNEE|Low Income Area/HPSA
32759|Oak Hill|FL|VOLUSIA|Low Income Area/HPSA
34760|Oakland|FL|ORANGE|HPSA
34470|Ocala|FL|MARION|Low Income Area/HPSA
34471|Ocala|FL|MARION|Low Income Area/HPSA
34472|Ocala|FL|MARION|Low Income Area/HPSA
34473|Ocala|FL|MARION|Low Income Area/HPSA
34474|Ocala|FL|MARION|Low Income Area/HPSA
34475|Ocala|FL|MARION|Low Income Area/HPSA
34479|Ocala|FL|MARION|Low Income Area/HPSA
34480|Ocala|FL|MARION|Low Income Area/HPSA
34482|Ocala|FL|MARION|Low Income Area/HPSA
34476|Ocala|FL|MARION|HPSA
34481|Ocala|FL|MARION|HPSA
34141|Ochopee|FL|Miami-Dade|HPSA
32179|Ocklawaha|FL|MARION|Low Income Area/HPSA
34761|Ocoee|FL|ORANGE|HPSA
33556|Odessa|FL|HILLSBOROUGH|HPSA
34762|Okahumpka|FL|LAKE|HPSA
34972|Okeechobee|FL|OKEECHOBEE|Low Income Area/HPSA
34974|Okeechobee|FL|OKEECHOBEE|Low Income Area/HPSA
32680|Old Town|FL|DIXIE|Low Income Area/HPSA
33865|Ona|FL|HARDEE|Low Income Area/HPSA
33054|Opa Locka|FL|Miami-Dade|Low Income Area/HPSA
33055|Opa Locka|FL|Miami-Dade|Low Income Area/HPSA
33056|Opa Locka|FL|Miami-Dade|Low Income Area/HPSA
32763|Orange City|FL|VOLUSIA|Low Income Area/HPSA
32073|Orange Park|FL|CLAY|HPSA
32801|Orlando|FL|ORANGE|Low Income Area/HPSA
32805|Orlando|FL|ORANGE|Low Income Area/HPSA
32807|Orlando|FL|ORANGE|Low Income Area/HPSA
32808|Orlando|FL|ORANGE|Low Income Area/HPSA
32809|Orlando|FL|ORANGE|Low Income Area/HPSA
32810|Orlando|FL|ORANGE|Low Income Area/HPSA
32811|Orlando|FL|ORANGE|Low Income Area/HPSA
32812|Orlando|FL|ORANGE|Low Income Area/HPSA
32814|Orlando|FL|ORANGE|Low Income Area/HPSA
32817|Orlando|FL|ORANGE|Low Income Area/HPSA
32818|Orlando|FL|ORANGE|Low Income Area/HPSA
32822|Orlando|FL|ORANGE|Low Income Area/HPSA
32825|Orlando|FL|ORANGE|Low Income Area/HPSA
32826|Orlando|FL|ORANGE|Low Income Area/HPSA
32835|Orlando|FL|ORANGE|Low Income Area/HPSA
32839|Orlando|FL|ORANGE|Low Income Area/HPSA
32821|Orlando|FL|ORANGE|Low Income Area
32824|Orlando|FL|ORANGE|Low Income Area
32803|Orlando|FL|ORANGE|HPSA
32804|Orlando|FL|ORANGE|HPSA
32806|Orlando|FL|ORANGE|HPSA
32819|Orlando|FL|ORANGE|HPSA
32829|Orlando|FL|ORANGE|HPSA
32174|Ormond Beach|FL|VOLUSIA|HPSA
32176|Ormond Beach|FL|VOLUSIA|HPSA
32764|Osteen|FL|VOLUSIA|HPSA
34484|Oxford|FL|SUMTER|HPSA
33476|Pahokee|FL|PALM BEACH|Low Income Area/HPSA
32767|Paisley|FL|LAKE|Low Income Area/HPSA
32177|Palatka|FL|PUTNAM|Low Income Area/HPSA
32905|Palm Bay|FL|BREVARD|Low Income Area/HPSA
32907|Palm Bay|FL|BREVARD|Low Income Area/HPSA
32908|Palm Bay|FL|BREVARD|Low Income Area/HPSA
32909|Palm Bay|FL|BREVARD|Low Income Area/HPSA
33410|Palm Beach Gardens|FL|PALM BEACH|HPSA
34990|Palm City|FL|MARTIN|HPSA
32164|Palm Coast|FL|FLAGLER|Low Income Area/HPSA
32137|Palm Coast|FL|FLAGLER|HPSA
34221|Palmetto|FL|MANATEE|Low Income Area/HPSA
32346|Panacea|FL|WAKULLA|Low Income Area/HPSA
32401|Panama City|FL|BAY|Low Income Area/HPSA
32403|Panama City|FL|BAY|Low Income Area/HPSA
32405|Panama City|FL|BAY|Low Income Area/HPSA
32409|Panama City|FL|BAY|Low Income Area/HPSA
32404|Panama City|FL|BAY|HPSA
32408|Panama City|FL|BAY|HPSA
32407|Panama City Beach|FL|BAY|Low Income Area/HPSA
32413|Panama City Beach|FL|BAY|Low Income Area/HPSA
34219|Parrish|FL|MANATEE|HPSA
32925|Patrick AFB|FL|BREVARD|Low Income Area
32501|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32502|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32503|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32504|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32505|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32506|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32507|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32509|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32511|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32514|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32534|Pensacola|FL|ESCAMBIA|Low Income Area/HPSA
32508|Pensacola|FL|ESCAMBIA|HPSA
32526|Pensacola|FL|ESCAMBIA|HPSA
32347|Perry|FL|TAYLOR|Low Income Area/HPSA
32348|Perry|FL|TAYLOR|Low Income Area/HPSA
32180|Pierson|FL|VOLUSIA|Low Income Area/HPSA
33781|Pinellas Park|FL|PINELLAS|Low Income Area/HPSA
33782|Pinellas Park|FL|PINELLAS|Low Income Area/HPSA
32350|Pinetta|FL|MADISON|Low Income Area/HPSA
33563|Plant City|FL|HILLSBOROUGH|Low Income Area/HPSA
33566|Plant City|FL|HILLSBOROUGH|Low Income Area/HPSA
33567|Plant City|FL|HILLSBOROUGH|Low Income Area/HPSA
33565|Plant City|FL|HILLSBOROUGH|HPSA
33868|Polk City|FL|POLK|Low Income Area/HPSA
32181|Pomona Park|FL|PUTNAM|Low Income Area/HPSA
33060|Pompano Beach|FL|BROWARD|Low Income Area/HPSA
33063|Pompano Beach|FL|BROWARD|Low Income Area/HPSA
33064|Pompano Beach|FL|BROWARD|Low Income Area/HPSA
33068|Pompano Beach|FL|BROWARD|Low Income Area/HPSA
33069|Pompano Beach|FL|BROWARD|Low Income Area/HPSA
33065|Pompano Beach|FL|BROWARD|Low Income Area
33066|Pompano Beach|FL|BROWARD|HPSA
32455|Ponce de Leon|FL|HOLMES|Low Income Area/HPSA
33948|Port Charlotte|FL|CHARLOTTE|Low Income Area/HPSA
33952|Port Charlotte|FL|CHARLOTTE|Low Income Area/HPSA
33953|Port Charlotte|FL|CHARLOTTE|Low Income Area
